# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
82.1 2170.0 4940.0 0.017555 0.0188 0.0188 0.0 0.095108 0.07139 0.024428 1.0 0.908508 0.839966 1.0 0.057329 1.0 0.081813 0.084625 0.022547 1.0 0.02567 0.0 0.076734 0.069688 1.0 0.0 0.021307 0.095108 0.057329 0.0766695714286 1.0 0.839966 0.964067714286 0.02567 0.017555 0.021301 
84.1 2220.0 7570.0 0.020066 0.019448 0.013822 0.0 0.117438 0.107516 0.015062 1.0 1.0 1.0 0.906254 0.111109 1.0 0.094375 0.100313 0.014446 1.0 0.019447 0.0 0.108813 0.109938 1.0 0.0 0.0257 0.117438 0.094375 0.107071714286 1.0 0.906254 0.986607714286 0.0257 0.013822 0.0182844285714 
86.1 2010.0 5820.0 0.016299 0.023185 0.017552 0.0 0.079086 0.098357 0.021303 0.888749 0.932587 1.0 0.489214 0.09273 0.92337 0.081976 0.073324 0.02069 1.0 0.013188 0.0 0.080731 0.095759 1.0 0.0 0.021926 0.098357 0.073324 0.0859947142857 1.0 0.489214 0.89056 0.023185 0.013188 0.0191632857143 
88.1 2240.0 10860.0 0.02072 0.01634 0.021966 0.0 0.145708 0.15252 0.016342 1.0 0.994243 1.0 1.0 0.13675 1.0 0.139794 0.114625 0.026976 1.0 0.021347 0.0 0.128221 0.189063 1.0 0.0 0.02384 0.189063 0.114625 0.143811571429 1.0 0.994243 0.999177571429 0.026976 0.01634 0.0210758571429 
90.1 2230.0 15210.0 0.016385 0.013877 0.015126 0.0 0.172813 0.182563 0.015752 1.0 0.937124 1.0 1.0 0.191856 1.0 0.192003 0.190543 0.02137 1.0 0.021367 0.0 0.188793 0.20123 1.0 0.0 0.020121 0.20123 0.172813 0.188543 1.0 0.937124 0.991017714286 0.02137 0.013877 0.017714 
92.1 2110.0 4440.0 0.017553 0.017545 0.020668 0.0 0.070125 0.06875 0.021928 1.0 1.0 1.0 0.599749 0.069855 0.952741 0.074855 0.067911 0.01567 1.0 0.023169 0.0 0.067481 0.090938 1.0 0.0 0.016888 0.090938 0.067481 0.072845 1.0 0.599749 0.93607 0.023169 0.01567 0.0190601428571 
94.1 2220.0 9690.0 0.016951 0.021333 0.020091 0.0 0.142606 0.120962 0.020708 1.0 1.0 1.0 1.0 0.127 1.0 0.125375 0.1148 0.020079 1.0 0.016342 0.0 0.138881 0.13177 0.964873 0.0 0.023218 0.142606 0.1148 0.128770571429 1.0 0.964873 0.994981857143 0.023218 0.016342 0.0198174285714 
96.1 2240.0 9100.0 0.020699 0.019443 0.018203 0.0 0.13564 0.1317 0.020719 1.0 1.0 1.0 1.0 0.10425 1.0 0.131314 0.111841 0.020713 1.0 0.0232 0.0 0.11787 0.129967 1.0 0.0 0.021965 0.13564 0.10425 0.123226 1.0 1.0 1.0 0.0232 0.018203 0.020706 
98.1 2190.0 12880.0 0.018847 0.01575 0.015726 0.0 0.167092 0.163375 0.018863 1.0 1.0 1.0 1.0 0.188293 0.868288 0.169034 0.15877 0.023233 1.0 0.018846 0.0 0.152875 0.152688 1.0 0.0 0.019491 0.188293 0.152688 0.164589571429 1.0 0.868288 0.981184 0.023233 0.015726 0.0186794285714 
100.1 2120.0 8580.0 0.018201 0.019446 0.012575 0.0 0.130731 0.132 0.021226 1.0 0.988834 0.747624 1.0 0.108918 0.915002 0.09525 0.121971 0.021956 1.0 0.02196 0.0 0.114274 0.115188 1.0 0.0 0.021961 0.132 0.09525 0.116904571429 1.0 0.747624 0.950208571429 0.021961 0.012575 0.0196178571429 
102.1 2230.0 10880.0 0.021351 0.017867 0.020723 0.0 0.125923 0.137923 0.021978 1.0 1.0 1.0 1.0 0.133427 1.0 0.155625 0.153836 0.019462 1.0 0.022591 0.0 0.148563 0.14723 1.0 0.0 0.01759 0.155625 0.125923 0.143218142857 1.0 1.0 1.0 0.022591 0.01759 0.0202231428571 
104.1 2240.0 12340.0 0.021992 0.021976 0.017605 0.0 0.15584 0.154578 0.019475 1.0 1.0 1.0 1.0 0.154987 1.0 0.150916 0.177432 0.016348 1.0 0.013857 0.0 0.158313 0.159534 0.996498 0.0 0.016978 0.177432 0.150916 0.1588 1.0 0.996498 0.999499714286 0.021992 0.013857 0.0183187142857 
106.1 2180.0 9200.0 0.016334 0.01883 0.023207 0.0 0.09375 0.126438 0.018205 1.0 1.0 1.0 1.0 0.121125 1.0 0.120617 0.125827 0.020083 0.839374 0.015706 0.0 0.126111 0.151188 1.0 0.0 0.026331 0.151188 0.09375 0.123579428571 1.0 0.839374 0.977053428571 0.026331 0.015706 0.0198137142857 
108.1 2250.0 13860.0 0.021362 0.02012 0.018853 0.0 0.173338 0.168813 0.025746 1.0 1.0 1.0 1.0 0.186937 1.0 0.15325 0.170485 0.019486 1.0 0.027623 0.0 0.156269 0.212432 1.0 0.0 0.020327 0.212432 0.15325 0.174503428571 1.0 1.0 1.0 0.027623 0.018853 0.021931 
110.1 2230.0 8860.0 0.024453 0.02133 0.018216 0.0 0.118576 0.111577 0.01695 1.0 1.0 0.995489 1.0 0.10802 1.0 0.113725 0.118986 0.018199 1.0 0.021956 0.0 0.138106 0.13348 1.0 0.0 0.015704 0.138106 0.10802 0.120352857143 1.0 0.995489 0.999355571429 0.024453 0.015704 0.019544 
112.1 2240.0 8630.0 0.023831 0.016323 0.018416 0.0 0.121563 0.138543 0.02132 1.0 1.0 1.0 1.0 0.110207 1.0 0.108861 0.124332 0.024868 1.0 0.020083 0.0 0.10375 0.126895 1.0 0.0 0.01633 0.138543 0.10375 0.119164428571 1.0 1.0 1.0 0.024868 0.016323 0.0201672857143 
114.1 2120.0 3810.0 0.018161 0.020046 0.019429 0.0 0.05122 0.070744 0.025041 1.0 1.0 1.0 0.937126 0.041841 1.0 0.061523 0.0565 0.012547 0.964623 0.020039 0.0 0.081028 0.092987 0.725739 0.0 0.015659 0.092987 0.041841 0.0651204285714 1.0 0.725739 0.946784 0.025041 0.012547 0.0187031428571 
116.1 2200.0 9560.0 0.01634 0.014462 0.021953 0.0 0.129326 0.12325 0.013823 1.0 1.0 1.0 1.0 0.123438 1.0 0.109625 0.137168 0.022588 0.874625 0.022591 0.0 0.119 0.151293 1.0 0.0 0.021331 0.151293 0.109625 0.127585714286 1.0 0.874625 0.982089285714 0.022591 0.013823 0.0190125714286 
118.1 2210.0 11130.0 0.01947 0.025718 0.018846 0.0 0.163826 0.133689 0.022598 1.0 1.0 0.901526 1.0 0.126202 1.0 0.151034 0.144263 0.020712 1.0 0.02634 0.0 0.145313 0.151104 1.0 0.0 0.018234 0.163826 0.126202 0.145061571429 1.0 0.901526 0.985932285714 0.02634 0.018234 0.0217025714286 
