# t client_1 client_2 node_7_network node_5_network node_2_network node_0_cpu node_1_cpu node_4_cpu node_6_network node_3_io node_6_io node_2_io node_4_io node_5_cpu node_5_io node_6_cpu node_7_cpu node_4_network node_7_io node_3_network node_0_io node_2_cpu node_3_cpu node_1_io node_0_network node_1_network  cpu_max cpu_min cpu_avg io_max io_min io_avg net_max net_min net_avg
78.1 2270.0 89140.0 0.028793 0.02254 0.013168 0.0 0.994373 0.962811 0.024392 1.0 1.0 1.0 1.0 1.0 1.0 0.965555 1.0 0.016269 1.0 0.017504 0.0 1.0 0.946999 1.0 0.0 0.019408 1.0 0.946999 0.981391142857 1.0 1.0 1.0 0.028793 0.013168 0.0202962857143 
80.1 2250.0 89200.0 0.02379 0.020659 0.021278 0.0 1.0 0.961245 0.01877 1.0 1.0 1.0 1.0 0.996591 1.0 0.964686 0.998931 0.01314 1.0 0.017521 0.0 0.985616 0.967057 1.0 0.0 0.019418 1.0 0.961245 0.982018 1.0 1.0 1.0 0.02379 0.01314 0.0192251428571 
82.1 2220.0 89320.0 0.02688 0.019857 0.018791 0.0 0.999604 0.961554 0.02004 1.0 1.0 0.838213 1.0 1.0 1.0 0.999936 0.94165 0.017518 1.0 0.020647 0.0 1.0 0.980127 1.0 0.0 0.026916 1.0 0.94165 0.983267285714 1.0 0.838213 0.976887571429 0.026916 0.017518 0.0215212857143 
84.1 2180.0 88940.0 0.018791 0.019207 0.022514 0.0 1.0 0.992245 0.01627 1.0 1.0 0.861627 1.0 0.954737 1.0 0.964213 1.0 0.018785 1.0 0.016279 0.0 0.964713 0.981958 1.0 0.0 0.022541 1.0 0.954737 0.979695142857 1.0 0.861627 0.980232428571 0.022541 0.01627 0.0191981428571 
86.1 2230.0 89990.0 0.026292 0.016282 0.02629 0.0 0.990369 1.0 0.024401 1.0 1.0 1.0 0.996622 0.987472 1.0 0.978629 1.0 0.015662 1.0 0.021913 0.0 1.0 0.990203 1.0 0.0 0.018159 1.0 0.978629 0.992381857143 1.0 0.996622 0.999517428571 0.026292 0.015662 0.0212855714286 
88.1 2170.0 87940.0 0.01503 0.018766 0.019371 0.0 0.993874 1.0 0.023791 0.935507 1.0 1.0 1.0 0.958233 0.902241 1.0 0.978801 0.022538 1.0 0.020618 0.0 0.927164 0.92657 1.0 0.0 0.021528 1.0 0.92657 0.969234571429 1.0 0.902241 0.976821142857 0.023791 0.01503 0.0202345714286 
90.1 2180.0 88960.0 0.018147 0.023165 0.01627 0.0 0.96425 1.0 0.022527 1.0 1.0 0.945254 1.0 1.0 0.902376 0.9685 0.974 0.026292 1.0 0.020646 0.0 0.971686 0.975749 1.0 0.0 0.026895 1.0 0.96425 0.979169285714 1.0 0.902376 0.978232857143 0.026895 0.01627 0.0219917142857 
92.1 2240.0 90000.0 0.015031 0.023165 0.016902 0.0 1.0 0.997355 0.014422 1.0 1.0 1.0 1.0 1.0 1.0 0.997377 0.977427 0.02652 0.949979 0.020028 0.0 0.98402 0.981099 1.0 0.0 0.017541 1.0 0.977427 0.991039714286 1.0 0.949979 0.992854142857 0.02652 0.014422 0.019087 
94.1 2260.0 88480.0 0.020666 0.021871 0.023775 0.0 0.98556 0.965274 0.018152 1.0 1.0 1.0 1.0 0.939306 1.0 0.988554 1.0 0.018147 1.0 0.01813 0.0 0.984377 0.94831 1.0 0.0 0.025725 1.0 0.939306 0.973054428571 1.0 1.0 1.0 0.025725 0.01813 0.0209237142857 
96.1 2220.0 89420.0 0.023157 0.018765 0.018149 0.0 0.991002 0.996491 0.016289 1.0 1.0 1.0 1.0 0.961878 1.0 1.0 0.985745 0.019418 1.0 0.021267 0.0 0.981055 0.967807 0.97713 0.0 0.022093 1.0 0.961878 0.983425428571 1.0 0.97713 0.996732857143 0.023157 0.016289 0.0198768571429 
